"Product Name","SKU","Collection","Sipsy Price","Competitor Low Price","Competitor Low URL","Competitor Median Price","Competitor Median URL","Competitor High Price","Competitor High URL","Price Diff vs Low","Price Diff vs Median","Notes"
"Kettle Brand Potato Chips Bourbon BBQ 8.5oz","","","5.99","","","","","","","","","No prices found for 'Kettle Brand Potato Chips Bourbon BBQ 8.5oz' on Amazon, Total Wine, Vivino, or Liquor.com in the search results. Results contain unrelated products and catalogs."
"Kentucky Owl Takumi Edition - 750ml","","","199.99","69.99","https://www.liquorcave.com/products/kentucky-owl-takumi-edition","119.99","https://kegnbottle.com/products/kentucky-owl-takumi-edition-bourbon-whiskey-750ml","229","https://www.missionliquor.com/products/kentucky-owl-bourbon-whiskey-takumi-edition-limited-release-750ml","130.0","80.0","Prices from various retailers; Total Wine, Amazon, Vivino, Liquor.com had no specific prices in results. Mission Liquor lists $229 but user comment notes $79 at Costco. Wine-Searcher avg $131."
"Kentucky Owl Mardi Gras XO Cask Limited Edition 11-Year-Old Rye Whiskey - 750ml","","","499.99","399","https://flaskfinewines.com/products/kentucky-owl-bayou-mardi-gras-xo-casks-11-year","499","https://fortunaliquors.com/products/kentucky-owl-mardi-gras-xo-cask-limited-edition-11-year-old-straight-rye-whiskey-kentucky-united-states-750ml","499","https://3brothersliquor.com/products/kentucky-owl-aged-11-years-rye-whiskey-bayou-mardi-gras-xo-casks","100.99","0.99","Prices from various retailers: $399 (sale at Flask Fine Wines)[4], $379.99 (Remedy Liquor, outlier possibly)[6], multiple at $499.99[3][5]. No prices found on Amazon, Total Wine, Vivino, or Liquor.com. General range $300-750[1][2]. Median based on $399, $499 (x3)."
"Jura Seven Wood Single Malt - 750ml","","","89.99","73.99","https://www.caskers.com/isle-of-jura-seven-wood-single-malt-scotch-whisky/","79.99","https://theliquorbarn.com/collections/vendors?q=Jura","89.0","https://spiritedgifts.com/jura-7wood-single-malt","16.0","10.0","Prices from Caskers ($73.99), Liquor Barn ($79.99), Spirited Gifts ($89, struck to $79). No prices found on Amazon, Total Wine, Vivino, or Liquor.com in results. Sorted from available specific prices for 750ml."
"Jura 18-Year-Old Single Malt Scotch Whisky - 750ml","","","139.99","60.0","https://www.liquorandwineoutlets.com/product-detail/2712-Jura-18-Year-Single-Malt-Scotch-Whiskey","99.99","https://liquorama.com/jura-18-year-old-single-malt-scotch-750ml.html","94.99","https://winebarrica.com/products/jura-18-year-old-single-malt-scotch-whisky-750ml","79.99","40.0","Prices from available retailers; Total Wine, Amazon, Vivino, Liquor.com had no specific prices in results. Sorted from explicit sale prices: $60 (NH Liquor), $93.99 (Caskers), $94.99 (Wine Barrica), $99.99 (Liquorama). Median is average of 2nd/3rd."
"Josh Bourbon Barrel-Aged Cabernet Sauvignon - 750ml","","","22.99","16.89","bestbuyliquors.com","20.0","wine-searcher.com","28.99","wineanthology.com","6.1","2.99","Search results do not include pricing from Amazon, Vivino, or Liquor.com as requested. Prices are from available retailers in search results only. Highest price shown is regular price before sale discount ($18.99). Prices may vary by vintage and retailer availability."
"Johnnie Walker Red Label - 750ml","","","19.99","18","https://compare.thewhiskeywash.com/prices/united-states-of-america/johnnie-walker-red-label-price","25","https://www.wine-searcher.com/find/johnny+walker+redlabel+blend+scotch+whisky+scotland/1/usa/with+lovely+complexity","33","https://www.thewinestop.com/blog/johnnie-walker-whisky-price-guide/","1.99","-5.01","Prices from general retailers; no current listings found directly from Amazon, Total Wine, Vivino, or Liquor.com in results. Total Wine result lacks price. Lowest from Hi Proof, median reflects avg/ex-tax and common price point."
"Johnnie Walker Red Label - 1.75L","","","39.99","25.97","https://www.samsclub.com/p/johnnie-walker-red-label-1-75-liter/prod7670055?xid=plp_product_1_164&bvstate=pg%3A5%2Fct%3Ar","32.99","https://www.target.com/p/johnnie-walker-red-label-scotch-whisky-1-75l-bottle/-/A-48332960","32.99","https://buyritefairview.com/shop/product/johnnie-walker-red-label-scotch/643f2bbdeee25e375b1be2a4?option-id=d590d4fe7b77dce22db97d8801b4a4a34146b7d462fe1c4fe464f314e47348ab","14.02","7.0","Prices from Sam's Club ($25.97), Buy-Rite ($32.99 club), and Target ($32.99). No prices found from specified retailers (Amazon, Total Wine, Vivino, Liquor.com). Data from 2023 guide not specific to 1.75L."
"Johnnie Walker Gold 18-Year-Old Blended Scotch Whisky - 750ml","","","109.99","64.99","https://www.bottleking.com/shop/product/johnnie-walker-gold-label-18-year-blended-scotch/59cbf07f2c4a9156d5f4d031?option-id=f186b73ade38cb41756ea4aea952cc7aa51e1fc45fcfcaba342c98061e51dd96","89.99","https://www.saratogawine.com/product/johnnie-walker-gold-label-18-year-scotch-750ml/","109.99","https://sipsy.com/products/johnnie-walker-gold-18-year-blended-scotch-whiskey-750-ml","45.0","20.0","Prices from available retailers (Saratoga Wine, Bottle King, Sipsy); specified sites (Amazon, Total Wine, Vivino, Liquor.com) had no matching listings. Other prices seen: $87.53, $199.94 (sale from $214.94, possibly different variant)."
"Johnnie Walker Double Black Blended Scotch Whisky - 750ml","","","44.99","32","https://www.missionliquor.com/products/johnnie-walker-double-black-750ml-1","41.57","https://www.walmart.com/ip/Johnnie-Walker-Double-Black-Label-Blended-Scotch-Whisky-750-mL-40-ABV/159113019","49.99","https://www.oakandbarrelnyc.com/product/johnnie-walker-double-black-750ml/","12.99","3.42","Prices from search results: Mission Liquor $32[1][6], Walmart $41.57[2], Oak and Barrel $49.99[3]. Total Wine listing found but no price in snippet[8]; no prices from Amazon, Vivino, or Liquor.com in results."
"Johnnie Walker Blue Label Elusive Umami Limited Edition - 750ml","","","499.99","399.99","https://www.binnys.com/spirits/scotch/johnnie-walker-blue-label-elusive-umami-limited-edition-148748/","442","https://www.wine-searcher.com/find/johnny+walker+blue+elusive+umani+blend+scotch+whisky+scotland/1/usa","599.99","https://caskcartel.com/products/johnnie-walker-blue-label-elusive-umami-limited-release-kei-kobayashi-scotch-whisky","100.0","57.99","Prices from Sipsy ($499.99)[1], Wine-Searcher avg $442 ex-tax[2], Cask Cartel $599.99 unavailable[3], Keg N Bottle $399.99[5], Binny's $399.99[6]. No prices found on Amazon, Total Wine, Vivino, or Liquor.com in results."
"Johnnie Walker Blue Label Blended Scotch Whisky Limited Edition Year of the Rabbit - 750ml","","","269.99","220.99","https://flaviar.com/products/johnnie-walker-blue-label-year-of-the-rabbit-blended-scotch-whisky-750","239","https://dewinespot.co/products/johnnie-walker-blue-label-year-of-rabbit-scotch-whisky","284.99","https://www.caskers.com/johnnie-walker-blue-label-year-of-the-rabbit-blended-scotch-whisky/","49.0","30.99","Prices from search results: Flaviar $220.99[3], NapaCabs $229.95[2], DewineSpot $239 (or $249)[6], VS Liquor $279.99[5], Caskers $284.99[8]. No specific prices found for Amazon, Vivino, Liquor.com, or Total Wine[9]. Average ex-tax $267[1]. Median calculated from available explicit prices."
"Johnnie Walker Black Label Blended Scotch Whisky - Squid Game Limited Edition - 3-Pack","","","64.99","87.99","https://liquorfreight.com/products/johnnie-walker-x-squid-games-limited-edition-black-label-750ml-x-3","116.97","https://vintagewineandspirits.com/products/johnnie-walker-black-label-x-squid-games-edition-3-bottle-bundle","116.97","https://vintagewineandspirits.com/products/johnnie-walker-black-label-x-squid-games-edition-3-bottle-bundle","-23.0","-51.98","No listings found on Amazon, Total Wine, Vivino, or Liquor.com. Prices from other retailers for 3-packs where specified: $87.99[2], $116.97[7]. Single bottles range $23.99-$46.99 but excluded. Some 3-packs lack explicit prices[5][6]."
"Johnnie Walker Black Label Blended Scotch Whisky 12 Year Old - 750ml","","","32.99","22.99","https://shopsk.com/products/johnnie-walker-black-label-whisky","28.99","https://www.caskers.com/johnnie-walker-black-label-12-year-old-blended-scotch-whisky/","34.99","https://whiskyshopusa.com/johnnie-walker-black-label-12-year-old/","10.0","4.0","Prices from available 750ml listings (Total Wine: $26.99[7]; ShopSK: $22.99[5]; Caskers: $28.99[9]; Whisky Shop USA: $34.99[8]). No current prices found from Amazon, Vivino, or Liquor.com in results. Lavinotheque $39.94 likely ex-tax or bulk[1]. Date: 2026-03-31."
"Jim Beam Fire Cinnamon Bourbon Whiskey - 1.75L","","","17.99","14.45","https://www.walmart.com/ip/Fireball-Cinnamon-Whiskey-1-75L-Glass-Bottle-33-Alcohol/116083648","20","https://shopvalleywine.com/pages/jim-beam-kentucky-fire-bourbon-whiskey","25","https://thirstystogo.com/product/fireball-hot-cinnamon-blended-whisky/","3.54","-2.01","Prices from search results; Walmart lists Fireball (similar cinnamon whiskey) at $14.45 for 1.75L. Exact Jim Beam Fire 1.75L pricing scarce on specified retailers (Amazon, Total Wine, Vivino, Liquor.com); range estimated from general 750ml ($15-25) doubled and proximate listings. Total Wine shows Jim Beam 1.75L regular at ~$20 inferred."
"Jefferson's Very Small Batch Bourbon Whiskey - 750ml","","","44.99","31.99","https://www.lisasliquorbarn.com/spirits/bourbon/jeffersons-bourbon-750ml","38.99","https://tastersclub.com/products/jeffersons-reserve-very-old-very-small-batch-kentucky-straight-bourbon-whiskey","42.99","https://kegnbottle.com/products/jeffersons-very-small-batch-750-ml","13.0","6.0","Prices from available retailers (Lisa's Liquor Barn, Taster's Club, Keg N Bottle); no current listings found from specified retailers Amazon, Total Wine, Vivino, or Liquor.com. Average ex-tax price $35[2]. Higher prices in results refer to Jefferson's Reserve variants."
"Jefferson’s Reserve Bourbon Whiskey - 750ml","","","59.99","45.49","https://www.totalwine.com/spirits/bourbon/small-batch-bourbon/jeffersons-reserve-bourbon/p/36695750","60","https://www.wine-searcher.com/find/jefferson+rsrv+very+old+small+batch+straight+bourbon+whisky+kentucky+usa/1/usa-ny","78","https://www.wine-searcher.com/find/jefferson+rsrv+very+old+small+batch+straight+bourbon+whisky+kentucky+usa/1/netherlands","14.5","-0.01","Prices from Total Wine ($45.49), Wine-Searcher avg NY ($60), Wine-Searcher avg NL ($78). No prices found from Amazon, Vivino, or Liquor.com in results. ReserveBar lists higher-priced variants, not standard Jefferson’s Reserve. The Barrel Tap shows $49.99 but not specified retailer match."
"Jameson Orange Irish Whiskey - 750ml","","","31.99","24.99","https://shopsk.com/collections/jameson","30.59","https://winetoship.com/products/jameson-orange-irish-whiskey-750ml","42.99","https://whiskyandwhiskey.com/products/jameson-orange-irish-whiskey-750ml","7.0","1.4","Prices from search results; none directly from Amazon, Vivino, or Liquor.com. Total Wine [9] lacks specific price. ShopSK shows $24.99 (discounted from $29.99)[8]. Avg ex-tax $28[1]."
"Jameson Ginger and Lime Cocktail - 4-Pack 12oz","","","14.99","10.99","marketviewliquor.com","13.57","specsonline.com","19.99","abcfws.com","4.0","1.42","Search results do not include pricing from Amazon, Vivino, or Liquor.com as requested. Prices are from available retailers in search results (Marketview Liquor, Spec's, ABC Fine Wine & Spirits, Chambers Wine & Liquor, Sipsy, and Bottles and Cases). Prices may vary by location and availability. Some listings show product as 'Sold out' or may have regional restrictions."
"Jack Daniel's Tennessee Whiskey - 1.75L","","","43.99","30.53","https://app.warehouserunner.com/costco/27565-jack-daniel-s-whiskey-tennessee-1-75l","39.99","https://haskells.com/jack-daniels-1-75l/","52.0","https://dutyfreeamericas.com/brand/jack-daniel-s","13.46","4.0","Prices from Costco ($30.53), Walmart/Haskell's (~$39.99), Duty Free ($52); no direct prices from Amazon, Total Wine, Vivino, or Liquor.com in results. Costco via aggregator."
"Jack Daniel’s Tennessee Honey Tennessee Whiskey - 750ml","","","22.99","17.99","https://www.totalwine.com/spirits/american-whiskey/tennessee-whiskey/jack-daniels-tennessee-honey/p/115676750","24.95","https://www.searchagora.com/product/jack-daniels-tennessee-honey-750ml-5c62a9ee-3ba9-41bc-8f66-0cf890577a80-1746601710109","29.99","https://onlineliquor.com/products/jack_daniels_tennessee_honey_whiskey_750ml","5.0","-1.96","Prices from Total Wine ($17.99), Mission Liquor ($18), Liquorama ($22), OnlineLiquor sale ($22.99)/regular ($29.99), Keg N Bottle ($25.99), Wooden Cork ($25), SearchAgora typical ($24.95, range $18.71-$31.19). No prices found from Amazon, Vivino, or Liquor.com in results. Median approximated from typical price and listed values."
"Jack Daniel's Tennessee Straight Rye Whiskey - 750ml","","","24.99","24.99","https://flaviar.com/products/jack-daniels-tennessee-straight-rye-whiskey-750","33.99","https://www.caskers.com/jack-daniel-s-tennessee-straight-rye-whiskey-750/","50.99","https://wineonlinedelivery.com/products/jack-daniels-tennesee-straight-rye-whiskey-750-ml","0.0","-9.0","Prices from available retailers (Flaviar, Caskers, Wine Online Delivery); no direct prices found from Amazon, Total Wine, Vivino, or Liquor.com in results. Total Wine mentions $20-$25 range in review[6]. Ex-tax averages $27-$31[1]. Single Barrel variant excluded[2]."
"Jack Daniel's Bonded Tennessee Whiskey - 700ml","","","37.99","33.99","https://www.caskers.com/jack-daniel-s-bonded-tennessee-whiskey/","34.5","http://www.bittersandbottles.com/products/jack-daniels-bonded-tennessee-whiskey","34.99","https://unwindbottleshop.com/products/jack-daniels-bourbon-bonded-700ml","4.0","3.49","Prices from available search results ($33.99 Caskers[8], $34.50 Bitters & Bottles[5], $34.95 WHWC[3], $34.99 Unwind Bottle Shop[1]); no prices found for Amazon, Vivino, or Liquor.com in results. Total Wine listed without specific price[10]."
"Jack Daniel’s 2024 Single Barrel Coy Hill - 750ml","","","695.99","300.09","https://www.thebottleshoppe.com/product/jack-daniel-s-2024-coy-hill-barrelhouse-8-single-barrel-tennessee-whiskey-750ml/20458","499.97","https://www.fengfinewine.com/product/jack-daniels-single-barrel-coy-hill-2024-release/827","999.99","https://www.hitimewine.net/jack-daniels-single-barrel-2024-coy-hill-62.7-barrel-proof-750ml-tennessee-whiskey-119853","395.9","196.02","Prices from various retailers; none from specified sites (Amazon, Total Wine, Vivino, Liquor.com). Prices sorted: 300.09, 499.97, 499.99, 692.99, 999.99. Median is middle value."
"Jack Daniel's 10 Year (Batch 3) - 750ml","","","189.99","130","https://www.youtube.com/watch?v=VQRE4m4U9-I","189.99","https://sipsy.com/products/jack-daniels-10-year-batch-3-750ml","399.89","https://bestbuyliquors.com/jack-daniels-10-years-batch-03","59.99","0.0","Prices from available sources (not limited to specified retailers; Walmart $22.48 likely incorrect product, Sipsy/YouTube/liquors for 750ml/equiv, Best Buy 700ml; MSRP ~$70-85, avg market $185-257)[1][2][4][6][9]"
